ÐòºÅ,Á÷¿Ø×´Ì¬,¸æ¾¯,º½°àºÅ,º½°à×´Ì¬,»úÐÍ,×¢²áºÅ,Ö´ÐÐÈÕÆÚ,Æð·ÉÅÜµÀ,½µÂäÅÜµÀ,³ö·¢µØ,Ä¿µÄµØ,Æð·É»ú³¡,½µÂä»ú³¡,¼Æ»®½µÂä»ú³¡,SOBT,EOBT,TOBT,CTOT,ATOT,ÑÓÎó»ù×¼,COBT,AEGT,AOBT,ËÉÉ²³µ,³ý±ùÊ±³¤,OTOBT,TTOT,SLDT,ELDT,CLDT,ALDT,CTOT²¹³ä,²ÈÉ²³µ,AIBT,ACGT,CPL_RMK,Ñ²º½¸ß¶È,Ñ²º½ËÙ¶È,º½  Â·,·ÅÐÐÑÓÎó»ù×¼,ÑÓÎóÊ±³¤,¼ÆËãÊ¹ÓÃµÄÆð·ÉÊ±¼ä,ÔÊÐíÆð·ÉÑÓÎóÊ±¼ä,×î½üµÄÁ÷¿Ø½áÊøÊ±¼ä,×î½üµÄÁ÷¿Ø¿ªÊ¼Ê±¼ä,¼Æ»®Î¨Ò»±êÊ¶,VIP±ê¼Ç,¹Ø×¢,Á÷¿Ø,ÌØÊâÁ÷¿Ø,»íÃâÁ÷¿ØºÅ,µÈ´ý³Ø/±£»¤³Ø±êÊ¶,²¹°à±ê¼Ç,Ëø¶¨×´Ì¬,Ëø¶¨ÀàÐÍ,¹«Ë¾ºË¶Ô,»ú³¡ºË¶Ô,º½°à¹ÒÆð±êÊ¶,µ÷Ê±±êÊ¶,º½°à»íÃâ±êÊ¶,ÈË¹¤»íÃâÕ¼Á¿,ÈË¹¤»íÃâ²»Õ¼Á¿,ÈË¹¤ÊÜÏÞ,·µº½/±¸½µ±êÊ¶,¸´·É±êÊ¶,¶þ´Î´úÂë,ETD,STOT,µ±Ç°×´Ì¬,ÈÝÁ¿»íÃâ,¼Æ»®ºÅ,µÈ´ý³Ø¹ØÁªÁ÷¿Ø,ÍÆ³ö»úÎ»,½ø¸Û»úÎ»,CTOT¸æ¾¯±êÖ¾,Ç°Ðò·µº½/±¸½µ±êÊ¶,·ÉÐÐÀàÐÍ,ÈË¹¤ÉèÖÃÒþ²Ø,ÊÇ·ñÐèÒª³ý±ù,CTOTÐÞ¸Ä±¸×¢,È¡Ïû±êÊ¶,É¾³ý±ê¼Ç,ÈÎÎñÀàÐÍ,CTOTÐÞ¸ÄÈ¨ÏÞµ¥Î»,ÐÞ¸ÄVIPÏ¯Î»¼¶±ð,Ê±Ï¶½»»»±êÊ¶,¹«Ë¾,
139,0,0,CDG8702,OVE,B738/M,B7808,20240115,25,18,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,À¼ÖÝ/ÖÐ´¨,ZWWW,ZLLL,ZLLL,2024-1-15 14:55,2024-1-15 14:55,,,2024-1-15 14:59,2.02401E+13,,2.02401E+13,,2.02401E+13,0,2024-1-15 14:40,2024-1-15 14:56,2024-1-15 17:30,2024-1-15 17:20,,2024-1-15 17:22,0,2.02401E+13,,,,S1130,K0848,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 NODID H74 XNN,2.02401E+13,-1260,2024-1-15 14:59,25,,,9fccd74d32194fd88ef227722287737c,,,,0,,,0,0,,5,0,0,0,,,,,U,N,A2313,2024-1-15 15:11,2024-1-15 15:11,ARR,,74453,,13,112,,U,S,0,0,,N,N,W/Z,,0,,CDG,
140,0,0,B8415,DEP,A320/M,B8415,20240115,25,,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,ºÕ¶ûÐÁ»ù/ÍòËþ,ZWWW,EFHK,EFHK,2024-1-15 14:55,2024-1-15 14:55,,,2024-1-15 14:43,2.02401E+13,,,,,,2024-1-15 14:40,2024-1-15 14:55,2024-1-15 21:00,2024-1-15 21:20,,,0,,,,,S0980,K0822,WUR W190 VARMI A368 SARIN/N0441F340 M166 AGZ N993 SONAT M60 ANDAT P157 KORHE/N0434F360 P157 OKDON N87 ROGID M854 KETOL DCT SIGGE DCT ROKVI Y358 VEPIN VEPI4A,2.02401E+13,-2220,2024-1-15 14:43,25,,,628667bf8e7941cc8ad4fadfe294081e,V/P,,,0,,,0,0,,0,0,0,0,0,,,,U,N,A2326,2024-1-15 15:10,2024-1-15 15:10,DEP,,163916,,,,,U,N,0,0,,N,N,V/P,,0,,,
141,0,0,CSN6943,ARR,B738/M,B1237,20240115,25,1,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,³É¶¼/Ìì¸®,ZWWW,ZUTF,ZUTF,2024-1-15 15:00,2024-1-15 15:00,,,2024-1-15 15:19,2.02401E+13,,2.02401E+13,2024-1-15 14:42,2.02401E+13,0,2024-1-15 14:45,2024-1-15 15:03,2024-1-15 18:32,2024-1-15 18:38,,2024-1-15 18:51,0,2.02401E+13,,2.02401E+13,,S0950,K0818,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN/K0728S0750 B330 AKVEP/K0736S0690 B330 PIMEL/K0720S0630 B330 MEXAD,2.02401E+13,-360,2024-1-15 15:19,25,,,b29f459b94b74543b41bb6d11bdce689,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A7417,2024-1-15 15:18,2024-1-15 15:18,ARR,,55720,,34,,,U,S,0,2,,N,N,W/Z,,0,,CSN,
142,0,0,CSN6182,OVE,A20N/M,B301Y,20240115,25,26,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,ºôºÍºÆÌØ/°×Ëþ,ZWWW,ZBHH,ZBHH,2024-1-15 15:25,2024-1-15 15:25,,,2024-1-15 15:39,2.02401E+13,,2.02401E+13,2024-1-15 15:14,2.02401E+13,0,2024-1-15 15:10,2024-1-15 15:26,2024-1-15 18:35,2024-1-15 18:15,,2024-1-15 18:37,0,2.02401E+13,,2.02401E+13,,S1010,K0825,WUR W190 ADPET W188 GOVSA W66 DKO/K0753S0750 W64 VALNI,2.02401E+13,-660,2024-1-15 15:39,25,,,5cd375d1012e4e14a9c62af9a3bbeb33,,,,0,,,0,0,,5,5,0,0,,,,,U,N,A2322,2024-1-15 15:41,2024-1-15 15:41,ARR,,55509,,42,11,,U,S,0,2,,N,N,W/Z,,0,,CSN,
143,0,0,CSN6998,ARR,B38M/M,B1122,20240115,25,26,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,¿¦Ê²/áâÄþ,ZWWW,ZWSH,ZWSH,2024-1-15 15:30,2024-1-15 15:30,,,2024-1-15 15:42,2.02401E+13,,,2024-1-15 15:18,,0,2024-1-15 15:15,2024-1-15 15:33,2024-1-15 17:32,2024-1-15 17:11,,2024-1-15 17:29,0,,,,,S0920,K0757,WUR B215 KABDO W119 AKS W176 KHG,2.02401E+13,-780,2024-1-15 15:42,25,,,abe4145a76cc43d4a0cf3d5883035b65,,,,0,,,0,0,,5,5,0,0,,,,,U,N,A1013,2024-1-15 15:48,2024-1-15 15:48,ARR,,68939,,47,,,U,S,0,2,,N,N,W/Z,,0,,CSN,
144,0,0,CSN6997,OVE,B38M/M,B1165,20240115,25,36R,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,ÉÏº£/ºçÇÅ,ZWWW,ZSSS,ZSSS,2024-1-15 15:30,2024-1-15 15:30,,,2024-1-15 15:50,2.02401E+13,,2.02401E+13,2024-1-15 15:20,2.02401E+13,0,2024-1-15 15:15,2024-1-15 15:33,2024-1-15 20:05,2024-1-15 19:59,,2024-1-15 20:18,0,,,,,S0950,K0800,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN W214 JIG/K0802S0890 W214 HO H14 P396 H131 P62 H11 ML W118 REVKU H48 FYG/K0768S0810 B208 HFE R343 SASAN,2.02401E+13,-300,2024-1-15 15:50,25,,,4860b67bc8464eb9ba23b80810afd77f,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A2336,2024-1-15 15:48,2024-1-15 15:48,ARR,,55697,,29,608,,U,S,0,2,,N,N,W/Z,,0,,CSN,
145,0,0,SNG8822,OVE,A320/M,B32CK,20240115,25,31,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,Ì«Ô­/ÎäËÞ,ZWWW,ZBYN,ZBYN,2024-1-15 15:50,2024-1-15 15:50,,,2024-1-15 15:58,2.02401E+13,,,2024-1-15 15:38,2.02401E+13,0,2024-1-15 15:35,2024-1-15 15:50,2024-1-15 19:30,2024-1-15 19:20,,2024-1-15 19:24,0,,,,,S0950,K0850,WUR W190 ADPET W188 GOVSA W66 GOBIN B330 YBL W199 YHD B215 GODON W87 TYN,2.02401E+13,-1020,2024-1-15 15:58,25,,,b073d3113a8642e1a9b729df3437552c,,,,0,,,0,0,0,0,5,0,0,,,,,U,N,A2314,2024-1-15 16:05,2024-1-15 16:05,ARR,,76690,,10,211,,U,S,0,2,,N,N,W/Z,,0,,SNG,
146,0,0,CHH7851,OVE,B738/M,B1727,20240115,25,36,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,À¼ÖÝ/ÖÐ´¨,ZWWW,ZLLL,ZLLL,2024-1-15 15:55,2024-1-15 15:55,,,2024-1-15 15:54,2.02401E+13,,2.02401E+13,,2.02401E+13,0,2024-1-15 15:40,2024-1-15 15:57,2024-1-15 18:30,2024-1-15 18:25,,2024-1-15 18:22,0,,,2.02401E+13,,S1070,M078,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 NODID H74 XNN,2.02401E+13,-1560,2024-1-15 15:54,25,,,0db06fec13de472aaac64d0397c8e357,,,,0,,,0,0,0,5,0,0,0,,,,,U,N,A7430,2024-1-15 16:12,2024-1-15 16:12,ARR,,47322,,16,102,,U,S,0,0,,N,N,W/Z,,0,,CHH,
147,0,0,CSN6798,ARR,B738/M,B1951,20240115,25,02R,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,ÖØÇì/½­±±,ZWWW,ZUCK,ZUCK,2024-1-15 15:55,2024-1-15 15:55,,,2024-1-15 16:04,2.02401E+13,,2.02401E+13,2024-1-15 15:48,2.02401E+13,0,2024-1-15 15:58,2024-1-15 16:16,2024-1-15 19:50,2024-1-15 19:39,,2024-1-15 19:42,0,2.02401E+13,,2.02401E+13,,S1010,K0825,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN B330 ELPAN/K0800S0890 B330 OVRAL W242 OLBAS/K0718S0690 W242 SANUK/K0735S0660 W180 AKBEK,2.02401E+13,-960,2024-1-15 16:04,25,,,b760d68f88684030be563b914a21eb4b,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A2331,2024-1-15 16:13,2024-1-15 16:13,ARR,,79824,,28,340,,U,S,0,2,,N,N,W/Z,,0,,CSN,
148,0,0,CSC3122,OVE,A21N/M,B300D,20240115,25,36R,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,±±¾©/Ê×¶¼,ZWWW,ZBAA,ZBAA,2024-1-15 16:00,2024-1-15 16:00,,,2024-1-15 16:20,2.02401E+13,,2.02401E+13,2024-1-15 15:58,2.02401E+13,0,2024-1-15 16:01,2024-1-15 16:19,2024-1-15 19:30,2024-1-15 19:30,,2024-1-15 19:43,0,,2024-1-15 19:47,,,S1070,K0800,WUR W190 ADPET/K0807S0950 W188 GOVSA W66 DKO W69 DUDIL/K0776S0750 W69 BIKUT/K0759S0690 W69 GUVBA,2.02401E+13,-300,2024-1-15 16:20,25,,,f623f7da312043a38eb5c19561f16cd4,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A7416,2024-1-15 16:18,2024-1-15 16:18,ARR,,50451,,30,230,,U,S,0,2,,N,N,W/Z,,0,,CSC,
149,0,0,CHH7172,ARR,B738/M,B224Q,20240115,25,02R,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,ÖØÇì/½­±±,ZWWW,ZUCK,ZUCK,2024-1-15 16:00,2024-1-15 16:00,,,2024-1-15 16:01,2.02401E+13,,2.02401E+13,2024-1-15 15:48,2.02401E+13,0,2024-1-15 15:45,2024-1-15 16:01,2024-1-15 19:45,2024-1-15 19:59,,2024-1-15 19:59,0,,,2.02401E+13,,S1010,M078,WUR W190 ADPET W188 GOVSA W66 GOBIN B330 OVRAL W242 SANUK W180 AKBEK,2.02401E+13,-1440,2024-1-15 16:01,25,,,b01890b082074c21bee599580170da03,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A2317,2024-1-15 16:16,2024-1-15 16:16,ARR,,46923,,17,308,,U,S,0,2,,N,N,W/Z,,0,,CHH,
150,0,0,CSN6676,OVE,A21N/M,B30EY,20240115,25,36,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,À¼ÖÝ/ÖÐ´¨,ZWWW,ZLLL,ZLLL,2024-1-15 16:10,2024-1-15 16:10,,,2024-1-15 16:30,2.02401E+13,,2.02401E+13,,2.02401E+13,0,2024-1-15 15:56,2024-1-15 16:16,2024-1-15 18:50,2024-1-15 18:28,,2024-1-15 18:58,0,2.02401E+13,,2.02401E+13,,S1010,K0824,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 P408/K0819S0890 W191 NODID H74 XNN,2.02401E+13,-300,2024-1-15 16:30,25,,,8ff86bdc94c746c58298c35f2b43363c,,,,0,,,0,0,0,5,0,0,0,,,,,U,N,A7426,2024-1-15 16:30,2024-1-15 16:30,ARR,,55929,,25,114,,U,S,0,0,,N,N,W/Z,,0,,CSN,
151,0,0,CSN8241,ARR,B738/M,B7968,20240115,25,22,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,¿â¶ûÀÕ/Àæ³Ç,ZWWW,ZWKL,ZWKL,2024-1-15 16:15,2024-1-15 16:15,,,2024-1-15 16:09,2.02401E+13,,2.02401E+13,2024-1-15 15:57,2.02401E+13,0,2024-1-15 16:00,2024-1-15 16:20,2024-1-15 17:07,2024-1-15 16:51,,2024-1-15 16:50,0,,,,,S0660,K0700,WUR B215 KABDO H64 KEL,2.02401E+13,-1860,2024-1-15 16:09,25,,,860ed960f8534ae49735838ffd337499,,,,0,,,0,0,,5,5,0,1,0,,,,U,N,A1004,2024-1-15 16:35,2024-1-15 16:35,ARR,,75560,,24,,,U,S,0,2,,N,N,W/Z,,0,,CSN,
152,0,0,CSC3172,ARR,A20N/M,B8949,20240115,25,32,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,ÃàÑô/ÄÏ½¼,ZWWW,ZUMY,ZUMY,2024-1-15 16:20,2024-1-15 16:20,,,2024-1-15 16:43,2.02401E+13,,2.02401E+13,2024-1-15 16:15,2.02401E+13,0,2024-1-15 16:12,2024-1-15 16:30,2024-1-15 19:37,2024-1-15 19:10,,2024-1-15 19:31,0,,,2.02401E+13,,S1010,K0780,WUR X54 ESDEX/K0817S1010 W191 DNC W565 XIXAN B330 OMBON/K0776S0810 B330 MEXAD,2.02401E+13,-120,2024-1-15 16:43,25,,,0d6e2e99031549f69c3b481e20bc6248,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A2337,2024-1-15 16:38,2024-1-15 16:38,ARR,,49876,,45,,,U,S,0,2,,N,N,W/Z,,0,,CSC,
153,0,0,CXA8276,OVE,B38M/M,B1289,20240115,25,16L,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,Ìì½ò/±õº£,ZWWW,ZBTJ,ZBTJ,2024-1-15 16:20,2024-1-15 16:20,2024-1-15 16:10,,2024-1-15 16:33,2.02401E+13,,2.02401E+13,2024-1-15 16:10,2.02401E+13,0,2024-1-15 16:05,2024-1-15 16:27,2024-1-15 19:57,2024-1-15 19:54,,2024-1-15 20:16,0,2.02401E+13,,,,S1070,K0850,WUR W190 ADPET W188 GOVSA W66 DKO W69 GUVBA,2.02401E+13,-720,2024-1-15 16:33,25,,,ad80ee620d2349fbbc2105b7c9387927,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A2307,2024-1-15 16:37,2024-1-15 16:37,ARR,,61625,,40,230,,U,S,0,2,,N,N,W/Z,,0,,CXA,
154,0,0,CCA1254,OVE,B38M/M,B1393,20240115,25,1,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,±±¾©/Ê×¶¼,ZWWW,ZBAA,ZBAA,2024-1-15 16:25,2024-1-15 16:25,,,2024-1-15 16:39,2.02401E+13,,2.02401E+13,2024-1-15 16:19,2.02401E+13,0,2024-1-15 16:10,2024-1-15 16:25,2024-1-15 20:00,2024-1-15 19:38,,2024-1-15 20:07,0,2.02401E+13,2024-1-15 20:22,,,S1010,K0836,WUR W190 ADPET W188 GOVSA W66 DKO W69 GUVBA,2.02401E+13,-660,2024-1-15 16:39,25,,,c24243f0a6aa4d9ea34b3bdf6ad94333,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A2304,2024-1-15 16:40,2024-1-15 16:40,ARR,,75515,,11,322,,U,S,0,2,,N,N,W/Z,,0,,CCA,
155,16777473,0,CES5700,OVE,A20N/M,B32EN,20240115,25,35L,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,ÉÏº£/ÆÖ¶«,ZWWW,ZSPD,ZSPD,2024-1-15 16:30,2024-1-15 16:30,,2024-1-15 16:45,2024-1-15 16:50,2.02401E+13,2024-1-15 16:30,2.02401E+13,2024-1-15 16:08,2.02401E+13,0,2024-1-15 16:15,2024-1-15 16:30,2024-1-15 21:05,2024-1-15 20:56,2024-1-15 21:11,2024-1-15 21:17,0,2.02401E+13,2024-1-15 21:31,,,S1070,K0816,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN W214 HO H14 P396 H131 P62 H11 ML W118 REVKU H48 FYG B208 HFE R343 UPLEL/K0716S0950 R343 SASAN,2.02401E+13,-300,2024-1-15 16:50,25,,,63b88f62fb9f4caa8445000442c30b77,,,N,0,,,0,1,,5,5,0,0,,,,,U,N,A2333,2024-1-15 16:45,2024-1-15 16:45,ARR,,43832,,12,106,,U,S,0,2,,N,N,W/Z,,0,,CES,
156,0,0,CHH7865,OVE,B738/M,B1725,20240115,25,36R,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,³¤É³/»Æ»¨,ZWWW,ZGHA,ZGHA,2024-1-15 16:30,2024-1-15 16:30,,,2024-1-15 16:36,2.02401E+13,,2.02401E+13,2024-1-15 16:20,2.02401E+13,0,2024-1-15 16:15,2024-1-15 16:31,2024-1-15 20:42,2024-1-15 20:34,,2024-1-15 20:25,0,,2024-1-15 20:34,2.02401E+13,,S1070,M078,WUR X54 ESDEX W191 DNC W565 XIXAN W214 HO H14 P396 H131 UGSUT H132 P234 H36 YIH H9 CD W194 ASOGO W610 BEMTA,2.02401E+13,-1140,2024-1-15 16:36,25,,,f1127035226f4fcc9f84df32cceef0b6,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A2323,2024-1-15 16:46,2024-1-15 16:46,ARR,,47228,,6,232,,U,S,0,2,,N,N,W/Z,,0,,CHH,
157,4,0,CSN5362,OVE,B738/M,B1363,20240115,25,33,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,ÉîÛÚ/±¦°²,ZWWW,ZGSZ,ZGSZ,2024-1-15 16:30,2024-1-15 16:30,,2024-1-15 16:48,2024-1-15 16:48,2.02401E+13,2024-1-15 16:33,2.02401E+13,2024-1-15 16:20,2.02401E+13,0,2024-1-15 16:15,2024-1-15 16:30,2024-1-15 21:25,2024-1-15 21:17,2024-1-15 21:17,2024-1-15 21:31,0,,2024-1-15 21:37,,,S1010,K0832,WUR X54 ESDEX W191 DNC W565 XIXAN B330 KWE W181 DUDIT A599 AVPAM/K0777S0890 A599 POU W7 SAREX W6 NLG W509 KEVAR,2.02401E+13,-420,2024-1-15 16:48,25,,,d6519f69dbe047d1aaaedf6f871692a9,,,RES_GDP_20240115085855R853-U_163829107B20240115163829,0,,,0,1,0,5,5,0,0,,,,,U,N,A2310,2024-1-15 16:45,2024-1-15 16:45,ARR,,81979,,19,548,,U,S,0,2,,N,N,W/Z,,0,,CSN,
158,0,0,GCR7557,ARR,E190/M,B3212,20240115,25,30,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,°¢ÀÕÌ©/Ñ©¶¼,ZWWW,ZWAT,ZWAT,2024-1-15 16:30,2024-1-15 16:30,,,2024-1-15 16:28,2.02401E+13,,,2024-1-15 16:19,2.02401E+13,0,2024-1-15 16:17,2024-1-15 16:32,2024-1-15 17:52,2024-1-15 17:28,,2024-1-15 17:30,0,2.02401E+13,,,,S0890,M075,WUR W190 ADPET/M075S0920 B206 TAI,,-1620,2024-1-15 16:28,25,,,67d6024bfb314c09b180b86a6166a379,,,,0,,,0,0,,5,5,0,0,,,,,U,N,A0656,2024-1-15 16:45,2024-1-15 16:45,ARR,,62714,,152,,,U,S,0,2,,N,N,W/Z,,0,,GCR,
159,4,0,CSZ9240,OVE,B38M/M,B1146,20240115,25,34,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,ÉîÛÚ/±¦°²,ZWWW,ZGSZ,ZGSZ,2024-1-15 16:30,2024-1-15 16:30,,2024-1-15 16:42,2024-1-15 16:46,2.02401E+13,2024-1-15 16:26,2.02401E+13,2024-1-15 16:30,2.02401E+13,0,2024-1-15 16:15,2024-1-15 16:42,2024-1-15 21:30,2024-1-15 21:40,2024-1-15 21:33,2024-1-15 22:01,0,,2024-1-15 22:05,2.02401E+13,,S1010,M078,WUR W190 ADPET W188 GOVSA W66 GOBIN B330 KWE W181 DUDIT A599 POU W7 SAREX W6 NLG W509 KEVAR,2.02401E+13,-540,2024-1-15 16:46,25,,,2380d9184aa5449489a70122594e26a7,,,RES_GDP_20240115085855R853-U_163829107B20240115163829,0,,,0,1,0,5,5,0,0,,,,,U,N,A2301,2024-1-15 16:46,2024-1-15 16:46,ARR,,60832,,15,510R,,U,S,0,2,,N,N,W/Z,,0,,CSZ,
160,0,0,CXA8242,OVE,B738/M,B5659,20240115,25,1,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,¼ÃÄÏ/Ò£Ç½,ZWWW,ZSJN,ZSJN,2024-1-15 16:40,2024-1-15 16:40,2024-1-15 16:30,,2024-1-15 16:56,2.02401E+13,,2.02401E+13,2024-1-15 16:33,2.02401E+13,0,2024-1-15 16:26,2024-1-15 16:49,2024-1-15 20:45,2024-1-15 20:45,,2024-1-15 20:50,0,2.02401E+13,2024-1-15 20:50,,,S1010,K0850,WUR W190 ADPET W188 GOVSA W66 GOBIN B330 YBL W199 YHD B215 GODON W87 TYN B208 TAMIX W4 GULEK,2.02401E+13,-540,2024-1-15 16:56,25,,,b754bd3076a24e3fb29cf1f23a19bfd0,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A2311,2024-1-15 16:59,2024-1-15 16:59,ARR,,61700,,32,18,,U,S,0,2,,N,N,W/Z,,0,,CXA,
161,0,0,DKH1256,OVE,A20N/M,B30C9,20240115,25,36R,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,ÉÏº£/ºçÇÅ,ZWWW,ZSSS,ZSSS,2024-1-15 16:45,2024-1-15 16:45,,,2024-1-15 16:54,2.02401E+13,,2.02401E+13,2024-1-15 16:34,2.02401E+13,0,2024-1-15 16:30,2024-1-15 16:46,2024-1-15 21:15,2024-1-15 21:06,,2024-1-15 21:12,0,2.02401E+13,,,,S1010,K0815,WUR X54 ESDEX W191 DNC W565 XIXAN W214 HO H14 P396 H131 P62 H11 ML W118 REVKU H48 FYG B208 HFE R343 SASAN,2.02401E+13,-960,2024-1-15 16:54,25,,,a423569eb4ee4fe9acdac8a1ae4f8767,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A2316,2024-1-15 17:01,2024-1-15 17:01,ARR,,62304,,9,227,,U,S,0,2,,N,N,W/Z,,0,,DKH,
162,0,0,CSN6881,ATX,B788/H,B2732,20240115,25,19,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,¹ãÖÝ/°×ÔÆ,ZWWW,ZGGG,ZGGG,2024-1-15 16:50,2024-1-15 16:50,,,2024-1-15 16:58,2.02401E+13,,,2024-1-15 16:38,2.02401E+13,0,2024-1-15 16:35,2024-1-15 16:54,2024-1-15 21:40,2024-1-15 21:34,,2024-1-15 21:37,0,2.02401E+13,,,,S1070,K0868,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN/K0883S1070 B330 QNX/K0883S1070 B330 KWE W181 GLB/K0923S1070 W181 DUDIT/K0874S1070 A599 IGIVI/K0824S0890 A599 BIPOP/K0737S0570 A599 GYA,2.02401E+13,-1020,2024-1-15 16:58,25,,,49061ad63f6c4fa88ba1f82dd8a858ad,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A2332,2024-1-15 17:09,2024-1-15 17:09,ARR,,79818,,41,170,,U,S,0,2,,N,N,W/Z,,0,,CSN,
163,0,0,CSN3630,OVE,A320/M,B1800,20240115,25,36R,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,³¤É³/»Æ»¨,ZWWW,ZGHA,ZGHA,2024-1-15 16:50,2024-1-15 16:50,,,2024-1-15 17:01,2.02401E+13,,2.02401E+13,2024-1-15 16:44,2.02401E+13,0,2024-1-15 16:40,2024-1-15 16:57,2024-1-15 21:12,2024-1-15 20:56,,2024-1-15 21:08,0,2.02401E+13,2024-1-15 21:21,2.02401E+13,,S1070,K0824,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN W214 HO H14 P396 H131 UGSUT/K0833S1040 H132 P234/K0806S0810 H36 YIH H9 CD W194 ASOGO W610 BEMTA,2.02401E+13,-840,2024-1-15 17:01,25,,,c08aecd0ed154536ae8338be1b7c12cc,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A2320,2024-1-15 17:07,2024-1-15 17:07,ARR,,53769,,44,216,,U,S,0,2,,N,N,W/Z,,0,,CSN,
164,0,0,GCR7551,ARR,E190/M,B3182,20240115,25,29,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,ºÍÌï/À¥¸Ô,ZWWW,ZWTN,ZWTN,2024-1-15 16:55,2024-1-15 16:55,,,2024-1-15 16:51,2.02401E+13,,,2024-1-15 16:36,2.02401E+13,0,2024-1-15 16:40,2024-1-15 16:56,2024-1-15 18:52,2024-1-15 18:37,,2024-1-15 18:41,0,2.02401E+13,,,,S0920,M075,WUR B215 KABDO W119 LESVI H67 HTN,2.02401E+13,-1740,2024-1-15 16:51,25,,,0dc913af9ad44959aaf77c825df57654,,,,0,,,0,0,,5,5,0,0,,,,,U,N,A2524,2024-1-15 17:11,2024-1-15 17:11,ARR,,62651,,3,,,U,S,0,2,,N,N,W/Z,,0,,GCR,
165,0,0,CSN6817,ARR,B738/M,B1236,20240115,25,29,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,ºÍÌï/À¥¸Ô,ZWWW,ZWTN,ZWTN,2024-1-15 16:55,2024-1-15 16:55,,,2024-1-15 17:03,2.02401E+13,,2.02401E+13,2024-1-15 16:44,2.02401E+13,0,2024-1-15 16:44,2024-1-15 17:01,2024-1-15 18:57,2024-1-15 18:39,,2024-1-15 18:46,0,,,,,S0920,K0782,WUR B215 KABDO W119 LESVI H67 HTN,2.02401E+13,-1020,2024-1-15 17:03,25,,,b40ee44eb1f44a4980e121ce46c4a7a9,,,,0,,,0,0,,5,5,0,0,,,,,U,N,A1007,2024-1-15 17:12,2024-1-15 17:12,ARR,,56122,,38,,,U,S,0,2,,N,N,W/Z,,0,,CSN,
